path_id,memory_path,no_memory_path,memory_path_length,no_memory_path_length,is_same
26897,United_States_House_of_Representatives;Democracy;South_America;Brazil,United_States_House_of_Representatives;United_States_Congress;Parliamentary_system;Parliament_of_Canada;Canada;United_States;Brazil,4,7,False
26900,United_States_House_of_Representatives;United_States_Congress;United_Kingdom;United_Nations;Africa;Southern_Africa,United_States_House_of_Representatives;United_States_Congress;United_Kingdom;British_Empire;South_Africa;Africa;Southern_Africa,6,7,False
26902,United_States_Senate;United_States_Congress;20th_century;2nd_century;3rd_century,United_States_Senate;United_States_Congress;20th_century;2nd_century;3rd_century,5,5,True
26907,United_States_Senate;Latin,United_States_Senate;Latin,2,2,True
26910,United_States_Virgin_Islands;English_language;British_English,United_States_Virgin_Islands;English_language;British_English,3,3,True
26921,Universe;Earth;Australia;Adelaide,Universe;Earth;Australia;Adelaide,4,4,True
26926,Universe;Earth;Asia;Oceania;Federated_States_of_Micronesia,Universe;Galaxy;Milky_Way;Earth;Asia;Oceania;Federated_States_of_Micronesia,5,7,False
26932,Universe;Earth;Soil,Universe;Earth;Soil,3,3,True
26942,University;Astronomy;Chemistry;Atom;Light;Photon;Electromagnetic_radiation;Photon;LOOP_DETECTED,University;Astronomy;Chemistry;Chemical_element;Neon,9,5,False
26945,University_of_Bristol;Latin;Roman_Empire;Julius_Caesar,University_of_Bristol;Latin;Roman_Empire;Julius_Caesar,4,4,True
26949,University_of_Cambridge;Alan_Turing;Computer_science;WRONG_ANSWER,University_of_Cambridge;Architecture;Art;Abstract_art,4,4,False
26951,University_of_Cambridge;United_Kingdom;France;Paris;Germany;Denmark;Copenhagen,University_of_Cambridge;United_Kingdom;Europe;Copenhagen,7,4,False
26956,University_of_Cambridge;Science;Physics;Earth;Meteor,University_of_Cambridge;Science;Physics;Earth;Meteor,5,5,True
26961,University_of_Chicago;Hip_hop_music;Puerto_Rico;Colombia;Caribbean_Sea;Cuba;Salsa_music;Colombia;LOOP_DETECTED,University_of_Chicago;Hip_hop_music;Reggaeton,9,3,False
26966,University_of_Texas_at_Austin;United_States;Greenland,University_of_Texas_at_Austin;United_States;Greenland,3,3,True
26970,Unix;Linux;GNU_Project;Richard_Stallman;GNU;Emacs;Computer_programming;Programming_language;Alan_Turing;Logic;Philosophy;Edmund_Burke,Unix;Open_source;Philosophy;Edmund_Burke,12,4,False
26975,Unix;Linux;GNU_Project;Richard_Stallman;Open_source;India;Mahatma_Gandhi,Unix;Open_source;India;Mahatma_Gandhi,7,4,False
26977,Unix;Linux;GNU_Project;Richard_Stallman;Open_source;Philosophy;Karl_Marx;Max_Weber,Unix;Open_source;Philosophy;Sociology;Max_Weber,8,5,False
26983,Ununbium;Periodic_table;Chemical_element;Matter;Gas,Ununbium;Chemical_element;Matter;Gas,5,4,False
26989,Ununbium;Periodic_table;Rutherfordium,Ununbium;Chemical_element;Periodic_table;Rutherfordium,3,4,False
26998,Ununoctium;Radon;Germany;Adolf_Hitler,Ununoctium;Ununbium;Germany;Adolf_Hitler,4,4,False
27001,Ununoctium;Radon;Tobacco_smoking;Cancer;Lung_cancer,Ununoctium;Radon;Lung_cancer,5,3,False
27003,Ununoctium;Calcium;United_States;North_America,Ununoctium;Uranium;Canada;North_America,4,4,False
27006,Ununpentium;Electron;Electron_beam_welding,Ununpentium;Electron;Electron_beam_welding,3,3,True
27022,Ununtrium;United_States;Florida,Ununtrium;United_States;Florida,3,3,True
27025,Ununtrium;Periodic_table;Chemistry;Chemical_element;Atom;Physics;Albert_Einstein;Human_rights;United_Nations;Nobel_Peace_Prize,Ununtrium;List_of_elements_by_name;Nobelium;Alfred_Nobel;Nobel_Peace_Prize,10,5,False
27028,Upsilon_Andromedae;Binary_star;Earth;Canada;Great_Lakes;North_America;Oregon;Columbia_River,Upsilon_Andromedae;Solar_System;Earth;Canada;Great_Lakes;North_America;United_States;Oregon;Columbia_River,8,9,False
27031,Upsilon_Andromedae_b;Tide;Full_moon,Upsilon_Andromedae_b;Extrasolar_planet;Planet;Moon;Full_moon,3,5,False
27036,Upsilon_Andromedae_c;Upsilon_Andromedae;Andromeda_Galaxy;Milky_Way;Greek_mythology;Ancient_Greece,Upsilon_Andromedae_c;Upsilon_Andromedae;Binary_star;Star;Greek_mythology;Ancient_Greece,6,6,False
27039,Upsilon_Andromedae_c;Upsilon_Andromedae;Andromeda_Galaxy;Galaxy,Upsilon_Andromedae_c;Upsilon_Andromedae;Andromeda_Galaxy;Galaxy,4,4,True
27044,Upsilon_Andromedae_d;Extrasolar_planet;Comet;Comet_Hyakutake,Upsilon_Andromedae_d;Solar_System;Comet;Comet_Hyakutake,4,4,False
27050,Uranium;Australia;Sydney;India;Bangalore,Uranium;Australia;Asia;India;Bangalore,5,5,False
27055,Uranium;Australia;Kangaroo,Uranium;Australia;Kangaroo,3,3,True
27059,Uranus;Earth;Antarctica,Uranus;Earth;Antarctica,3,3,True
27064,Uranus;Earth;Human,Uranus;Earth;Human,3,3,True
27071,Urial;Animal;Chordate;Vertebrate;Mammal;Human;Politics;Government;Democracy;Liberal_democracy;Canada;WRONG_ANSWER,Urial;Asia;North_America;Canada;WRONG_ANSWER,12,5,False
27074,Uruguay;Argentina;United_Kingdom;England,Uruguay;Europe;United_Kingdom;England,4,4,False
27080,Uruguay;Europe;Greece;Ancient_Greece;Hellenistic_Greece;Alexander_the_Great;Persian_Empire;Cyrus_the_Great;Mesopotamia;Akkadian_Empire;Babylonia;Assyria;Egypt;Ancient_Egypt;Africa;Europe;LOOP_DETECTED,Uruguay;Europe;WRONG_ANSWER,17,3,False
27083,Utilitarianism;Human_rights;International_human_rights_instruments;Convention_on_the_Rights_of_the_Child;United_Nations;Africa;Swaziland,Utilitarianism;Human_rights;United_Nations;Africa;Swaziland,7,5,False
27089,Uzbekistan;United_States;George_W._Bush;Bill_Clinton;George_H._W._Bush,Uzbekistan;United_States;George_W._Bush;George_H._W._Bush,5,4,False
27093,Uzbekistan;Afghanistan;NATO;Canada;United_States,Uzbekistan;United_States,5,2,False
27097,Vampire;Fiction;Literature;19th_century;Abraham_Lincoln,Vampire;Buffy_the_Vampire_Slayer;United_States;American_Civil_War;Abraham_Lincoln,5,5,False
27101,Vampire;Fiction;Film,Vampire;Film,3,2,False
27104,Vampire;Mythology;Greek_mythology,Vampire;Mythology;Greek_mythology,3,3,True
27106,Vampire;China;Shanghai,Vampire;China;Shanghai,3,3,True
27108,Vampire;Bat;Chordate;Vertebrate,Vampire;Bat;Chordate;Vertebrate,4,4,True
27112,Vampire_bat;Animal;Carolus_Linnaeus,Vampire_bat;Animal;Carolus_Linnaeus,3,3,True
27122,Van_Halen;Guitar;Musical_instrument;Piano;World_War_II;Adolf_Hitler,Van_Halen;United_States;World_War_II;Adolf_Hitler,6,4,False
27125,Van_Halen;Guitar;Musical_instrument;Flute,Van_Halen;Guitar;Musical_instrument;Flute,4,4,True
27129,Van_Halen;Mexico;Middle_East;Syria,Van_Halen;United_States;Middle_East;Syria,4,4,False
27131,Vanadium;Electron;Electricity;Electronics,Vanadium;Chemical_element;Chemistry;Electron;Electricity;Electronics,4,6,False
27135,Vanadium;Nuclear_fission;Nuclear_power,Vanadium;Chemical_element;Periodic_table;Nuclear_power,3,4,False
27142,Vancouver;WRONG_ANSWER,Vancouver;Canada;France;Italy;Italian_Renaissance;Leonardo_da_Vinci,2,6,False
27144,Vancouver;New_York_City;Jazz;Ragtime,Vancouver;New_York_City;Jazz;Ragtime,4,4,True
27148,Vancouver;Canada;Toronto,Vancouver;Canada;Toronto,3,3,True
27152,Vancouver;Mining;Copper;Zinc,Vancouver;Mining;Mineral;Chemical_element;Periodic_table;Zinc,4,6,False
27156,Vanilla;Ethanol;Alcohol;Chemistry;Periodic_table;Biology;Evolution;Chimpanzee;Human;Anthropology;Sociology;Culture;United_States;Basketball;Michael_Jordan,Vanilla;Fruit;Citrus;Florida;Basketball;Michael_Jordan,15,6,False
27162,Varanasi;Hinduism;Buddhism;Gautama_Buddha;Buddha;Buddhism;LOOP_DETECTED,Varanasi;Science;Physics;Astronomy;Star;Binary_star,7,6,False
27168,Varanasi;Science;Physics;Astronomy;Solar_System;Planet;European_Space_Agency;Space_exploration,Varanasi;Science;Physical_science;Astronomy;WRONG_ANSWER,8,5,False
27171,Vasco_da_Gama;Portugal;Brazil;South_America;Antarctica;Roald_Amundsen,Vasco_da_Gama;Brazil;South_America;Antarctica;Roald_Amundsen,6,5,False
27176,Vatican_City;Italy;United_States;World_War_I;League_of_Nations;Woodrow_Wilson,Vatican_City;Italy;United_States;United_States_Congress;Woodrow_Wilson,6,5,False
27179,Vegetable;Botany;Plant;Organism;Eukaryote;Cell_%28biology%29;DNA;Evolution;Natural_selection;Charles_Darwin;Anthropology;Archaeology;Paleontology;Fossil;Dinosaur;Bird;Animal;Chordate;Vertebrate;Chordate;LOOP_DETECTED,Vegetable;Botany;Plant;Life;Universe;Galaxy;Solar_System;Asteroid,21,8,False
27184,Vegetable;Botany;Plant;WRONG_ANSWER,Vegetable;Botany;Plant;Life;Earth;Ocean,4,6,False
27188,Vegetation;Biosphere;Ecology;Biodiversity;Iraq;Baghdad,Vegetation;Biosphere;Plant;Agriculture;Mesopotamia;Baghdad,6,6,False
27190,Vegetation;Biosphere;Ecology;Geology;Volcano;WRONG_ANSWER,Vegetation;Biosphere;Geology;Volcano;WRONG_ANSWER,6,5,False
27195,Velociraptor;Dinosaur;Bird;Human;Politics;WRONG_ANSWER,Velociraptor;Dinosaur;Animal;Human;Politics;Democracy;Fascism;Adolf_Hitler,6,8,False
27205,Velociraptor;Poland;Lithuania;Polish-Lithuanian_Commonwealth,Velociraptor;Poland;Polish-Lithuanian_Commonwealth,4,3,False
27207,Velociraptor;Paleontology;Biology;Science,Velociraptor;Paleontology;Biology;Science,4,4,True
27209,Velociraptor;Dinosaur;Geology;Volcano,Velociraptor;Dinosaur;Geology;Volcano,4,4,True
27211,Velociraptor;Dinosaur;United_States;Yellowstone_National_Park,Velociraptor;Dinosaur;United_States;Yellowstone_National_Park,4,4,True
27214,Venezuela;God;Bible,Venezuela;God;Bible,3,3,True
27226,Venn_diagram;United_Kingdom;Giant%27s_Causeway,Venn_diagram;United_Kingdom;Giant%27s_Causeway,3,3,True
27229,Venus;Earth;Europe;France;French_Revolution;Napoleon_I_of_France;Napoleonic_Wars;WRONG_ANSWER,Venus;Earth;Europe;World_War_II;Battle_of_Normandy,8,5,False
27233,Venus;Earth;Aluminium;Gallium,Venus;Carbon_dioxide;Carbon;Chemical_element;Periodic_table;Gallium,4,6,False
27240,Venus;Earth;Water;Salt,Venus;Earth;Water;Salt,4,4,True
27257,Vestigial_structure;Evolution;Natural_selection;Charles_Darwin;Ecology;Biodiversity;Life;Animal;Mammal;Milk;Cattle;Bison;African_Buffalo;Cattle;LOOP_DETECTED,Vestigial_structure;Evolution;Genetics;Maize;Cereal;Chestnut,15,6,False
27259,Vestigial_structure;Evolution;Computer;Microsoft_Windows;Microsoft,Vestigial_structure;Evolution;Computer;Microsoft_Windows;Microsoft,5,5,True
27263,Vicia_faba;Africa;Namibia,Vicia_faba;Africa;Namibia,3,3,True
27271,Victoria%2C_Seychelles;Fishing;Boat,Victoria%2C_Seychelles;Seychelles;Fishing;Boat,3,4,False
27274,Victoria_Cross;Crimean_War;Florence_Nightingale;Cholera;Europe;Denmark;Aarhus,Victoria_Cross;United_Kingdom;Europe;Denmark;Aarhus,7,5,False
27283,Victoria_of_the_United_Kingdom;Industrial_Revolution;Technology;Science,Victoria_of_the_United_Kingdom;Industrial_Revolution;Technology;Science,4,4,True
27285,Victoria_of_the_United_Kingdom;British_Empire;Industrial_Revolution;Steam_engine;James_Watt;Glasgow;Scotland;Acts_of_Union_1707;Edinburgh;David_Hume;Aesthetics;Music;Igor_Stravinsky;The_Rite_of_Spring,Victoria_of_the_United_Kingdom;British_Empire;Industrial_Revolution;Culture;Art;Dance;Music;Igor_Stravinsky;The_Rite_of_Spring,14,9,False
27288,Video;Film;United_States;North_Africa;Libya,Video;Film;United_States;North_Africa;Libya,5,5,True
27291,Vienna;Ottoman_Empire;Baghdad,Vienna;Ottoman_Empire;Baghdad,3,3,True
27296,Vietnam;Cold_War;Soviet_Union;United_States;American_Civil_War;Battle_of_Gettysburg,Vietnam;United_States;American_Civil_War;Battle_of_Gettysburg,6,4,False
27304,Vietnam_War;Australia;Anglican_Communion;Church_of_England;Anglicanism,Vietnam_War;Australia;Anglican_Communion;Anglicanism,5,4,False
27307,Vietnam_War;Cambodia;Laos;Thailand;Myanmar;Bangladesh;India;Nepal;China;Maya_civilization;Guatemala,Vietnam_War;Cold_War;Guatemala,11,3,False
27309,Vietnam_War;Cambodia;Mekong;Laos;Thailand;Bangkok;Thailand;LOOP_DETECTED,Vietnam_War;Cambodia;Vietnam;United_States;WRONG_ANSWER,8,5,False
27314,Viking;Agriculture;Fruit;Banana,Viking;Agriculture;Fruit;Banana,4,4,True
27320,Viking;Denmark;Copenhagen;United_States;Liberia;Monrovia,Viking;Denmark;Europe;Africa;Monrovia,6,5,False
27324,Viking;Europe;Culture;Art;Sculpture,Viking;Europe;Culture;Art;Sculpture,5,5,True
27326,Viking;Ireland;Dublin;Republic_of_Ireland;Ireland;LOOP_DETECTED,Viking;Ireland;Folk_music;Tin_whistle,6,4,False
27328,Viking;18th_century;George_Washington;President_of_the_United_States;United_States;Washington%2C_D.C.,Viking;18th_century;George_Washington;United_States;Washington%2C_D.C.,6,5,False
27330,Vinaya;Buddhism;Gautama_Buddha;India;British_East_India_Company;Charles_II_of_England;England;British_Empire;Francis_Drake,Vinaya;Buddhism;Pali_Canon;Sri_Lanka;British_Empire;Francis_Drake,9,6,False
27333,Vincent_van_Gogh;Netherlands;Aruba,Vincent_van_Gogh;Netherlands;Aruba,3,3,True
27336,Vincent_van_Gogh;France;Julius_Caesar,Vincent_van_Gogh;France;Julius_Caesar,3,3,True
27338,Vincent_van_Gogh;Netherlands;Amsterdam;Africa;Nairobi;Kenya;Oceania;Nauru,Vincent_van_Gogh;Netherlands;List_of_countries;Nauru,8,4,False
27342,Virgil;Christianity;4th_century;Augustine_of_Hippo,Virgil;Christianity;4th_century;Augustine_of_Hippo,4,4,True
27348,Virgil;Italy;Mediterranean_Sea;Greece;Albania;Greece;LOOP_DETECTED,Virgil;Italy;Mediterranean_Sea;Atlantic_Ocean;Caribbean_Sea;Jamaica,7,6,False
27350,Virginian_Railway;Coal;Acid_rain,Virginian_Railway;Coal;Acid_rain,3,3,True
27352,Virginian_Railway;Internet;Optical_fiber,Virginian_Railway;Internet;Optical_fiber,3,3,True
27363,Virus;HIV;20th_century;Nazism;Adolf_Hitler,Virus;Medicine;Germany;Adolf_Hitler,5,4,False
27367,Virus;Plant;Fertilizer,Virus;Plant;Fertilizer,3,3,True
27371,Virus;Bacteria;Plant;Animal;Bird;Poultry,Virus;Organism;Animal;Bird;Poultry,6,5,False
27375,Virus;AIDS;Asia;Vietnam,Virus;Medicine;Health;Nutrition;Famine;Vietnam_War;Hanoi;Vietnam,4,8,False
27377,Visual_arts;Brush;Painting;Abstract_art;Cubism;Painting;LOOP_DETECTED,Visual_arts;Painting;Art;Aesthetics;Aristotle;Biology;Animal;Insect;Bee,7,9,False
27380,Visual_arts;United_Kingdom;Charles_Darwin;University_of_Cambridge;Stephen_Hawking,Visual_arts;United_Kingdom;University_of_Cambridge;Stephen_Hawking,5,4,False
27387,Vitamin;Citrus;Fruit;Plant;Flower;United_Kingdom;British_monarchy;Windsor_Castle,Vitamin;Royal_Navy;British_monarchy;Windsor_Castle,8,4,False
27392,Vitamin_C;History_of_science;Max_Planck,Vitamin_C;History_of_science;Max_Planck,3,3,True
27394,Vitamin_D;Calcium;Periodic_table;Physics;Big_Bang,Vitamin_D;Calcium;Periodic_table;Physics;Big_Bang,5,5,True
27396,Vitamin_D;Calcium;United_States;President_of_the_United_States;Grover_Cleveland,Vitamin_D;Calcium;United_States;President_of_the_United_States;Grover_Cleveland,5,5,True
27398,Vitamin_D;Calcium;Earth;Moon;Apollo_11;Moon_landing,Vitamin_D;Calcium;Earth;Moon;Apollo_11;Moon_landing,6,6,True
27404,Vitus_Bering;North_America;Mexico;Agriculture;Maize,Vitus_Bering;North_America;Mexico;Agriculture;Maize,5,5,True
27406,Vitus_Bering;Asia;Earth;Plate_tectonics;Geology;Paleontology;Fossil;Triassic,Vitus_Bering;North_America;Plate_tectonics;Geology;Paleontology;Fossil;Triassic,8,7,False
27409,Vivien_Leigh;England;Germany;Frankfurt,Vivien_Leigh;England;Germany;Frankfurt,4,4,True
27412,Vladimir_Lenin;Philosophy;Aesthetics,Vladimir_Lenin;Philosophy;Aesthetics,3,3,True
27414,Vladimir_Lenin;Communism;Asia;Buddhism,Vladimir_Lenin;Communism;Asia;Buddhism,4,4,True
27418,Vladimir_Lenin;Communism;Marxism;Leon_Trotsky,Vladimir_Lenin;Leon_Trotsky,4,2,False
27422,Vodafone;England;Middle_Ages;15th_century,Vodafone;England;Middle_Ages;15th_century,4,4,True
27427,Vodafone;Bahrain;Qatar,Vodafone;Bahrain;Qatar,3,3,True
27432,Volcanic_pipe;Diamond;Africa;Atlantic_slave_trade;African_slave_trade,Volcanic_pipe;Diamond;Africa;Atlantic_slave_trade;African_slave_trade,5,5,True
27434,Volcanic_pipe;Volcano;New_Zealand;Auckland,Volcanic_pipe;Volcano;New_Zealand;Auckland,4,4,True
27443,Volcanic_pipe;Diamond;China;Ming_Dynasty;Zheng_He,Volcanic_pipe;Volcano;Earth;China;Ming_Dynasty;Zheng_He,5,6,False
27445,Volcano;Earth;Atlantic_Ocean;Africa;Atlantic_Ocean;LOOP_DETECTED,Volcano;Earth;Atlantic_Ocean;Africa;Atlantic_slave_trade,6,5,False
27448,Volcano;Earth;Europe;Turkey;Istanbul,Volcano;Earth;Europe;Turkey;Istanbul,5,5,True
27451,Volcano;United_States;Poetry_of_the_United_States,Volcano;United_States;Poetry_of_the_United_States,3,3,True
27454,Volcano;Earth;Ocean;Sea;Ocean;LOOP_DETECTED,Volcano;Water,6,2,False
27456,Vole;Animal;Human;Politics;Democracy;Nazi_Germany;Adolf_Hitler,Vole;Mammal;Human;Politics;Democracy;Fascism;Adolf_Hitler,7,7,False
27460,Vole;Microsoft;Microsoft_Windows;Windows_Vista,Vole;Microsoft;Microsoft_Windows;Windows_Vista,4,4,True
27462,Volga_River;Europe;Culture;Civilization,Volga_River;Europe;Culture;Civilization,4,4,True
27467,Volleyball;WRONG_ANSWER,Volleyball;Olympic_Games;Greece;Africa;Ghana,2,5,False
27473,Volt;Energy;Politics;Liberal_democracy;Human_rights;Democracy,Volt;Energy;Politics;Democracy,6,4,False
27475,Volt;Energy;Biology;Evolution;Natural_selection;Organism;Animal;Mammal;Milk;Butter;Cattle;Milk;LOOP_DETECTED,Volt;Energy;Electricity;Electromagnetic_radiation;Light;Bee;Honey,13,7,False
27477,Volt;Energy;Biology;Latin;Portugal;Portuguese_language,Volt;Energy;Electricity;Electromagnetic_radiation;Light;Latin;Portugal;Portuguese_language,6,8,False
27484,Voltaire;Philosophy;Gottfried_Leibniz,Voltaire;Gottfried_Leibniz,3,2,False
27496,Voting;Democracy;Liberal_democracy;Germany;Berlin,Voting;Democracy;Liberal_democracy;Germany;Berlin,5,5,True
27501,Voting;Democracy;Liberal_democracy;Human_rights;Biology;Organism,Voting;Democracy;Philosophy;Biology;Organism,6,5,False
27502,Voting;Democracy;Liberal_democracy;Election;Politics;Liberalism;Anarchism;Marxism;Socialism;Communism;Capitalism;Economics;Political_economy;Sociology;Culture;Popular_culture;Hip_hop_music;Rapping,Voting;Democracy;Liberal_democracy;Liberalism;Culture;Popular_culture;Hip_hop_music;Rapping,18,8,False
27503,Voting;Democracy;Liberal_democracy;Europe;Scotland,Voting;Democracy;Liberal_democracy;Europe;Scotland,5,5,True
27504,Voting;Democracy;Liberal_democracy;Election;Politics;Roman_Empire;Byzantine_Empire;Autocracy;Despotism;Monarchy;Constitutional_monarchy;Government;Age_of_Enlightenment;French_Revolution;Napoleon_I_of_France;Napoleonic_Wars;Austria;Vienna;Holy_Roman_Empire;Charlemagne;Aachen;Germany;Adolf_Hitler;Berlin;Archaeopteryx;Theropoda;Tyrannosaurus,Voting;Democracy;Liberal_democracy;Election;Politics;Philosophy;Biology;Evolution;Dinosaur;Tyrannosaurus,27,10,False
27507,Vowel;Language;Linguistics;Noam_Chomsky;German_language;Brothers_Grimm,Vowel;Language;German_language;Germany;Brothers_Grimm,6,5,False
27512,Voynich_manuscript;Book;Ancient_Egypt;Africa,Voynich_manuscript;Book;Ancient_Egypt;Africa,4,4,True
27513,Voynich_manuscript;Cryptography;Caesar_cipher;Julius_Caesar;Roman_Empire;Persian_Empire;Sassanid_Empire,Voynich_manuscript;Alchemy;Iran;Cyrus_the_Great;Persian_Empire;Sassanid_Empire,7,6,False
27516,Vulgar_Latin;Roman_Empire;Istanbul,Vulgar_Latin;Roman_Empire;Istanbul,3,3,True
27517,Vulgar_Latin;Roman_Empire;Roman_Britain;Scotland;Orkney,Vulgar_Latin;Roman_Empire;Roman_Britain;Scotland;Orkney,5,5,True
27520,Vulture;Deity;God,Vulture;Deity;God,3,3,True
27521,Vulture;Africa;United_Nations;Kofi_Annan,Vulture;Bird_of_prey;Bird;Human;United_Nations;Kofi_Annan,4,6,False
27524,W._Mark_Felt;Federal_Bureau_of_Investigation;Terrorism;Madrid;Spain;Spanish_Inquisition,W._Mark_Felt;Federal_Bureau_of_Investigation;Civil_rights;Human_rights;Middle_Ages;Spain;Spanish_Inquisition,6,7,False
27530,WTA_Tour_Championships;Tennis;Hawk-Eye;Computer;Electronics,WTA_Tour_Championships;Tennis;Australia;Asia;Computer;Electronics,5,6,False
27531,WTA_Tour_Championships;Tennis;French_Revolution;Napoleon_I_of_France;France;French_Revolution;LOOP_DETECTED,WTA_Tour_Championships;Tennis;French_Revolution;Revolution;Communism;Marxism,7,6,False
27532,WTA_Tour_Championships;Tennis;Australia;Australian_Open;Tennis;LOOP_DETECTED,WTA_Tour_Championships;Tennis;Australia;Asia;Middle_East;Iran;Natural_gas,6,7,False
27533,WTA_Tour_Championships;Tennis;Australia;Australian_Open;French_Open_%28tennis%29;World_War_I;Royal_Navy;Royal_Air_Force;Battle_of_Britain;Supermarine_Spitfire,WTA_Tour_Championships;Tennis;Australia;England;Royal_Navy;Royal_Air_Force;Battle_of_Britain;Supermarine_Spitfire,10,8,False
27540,Wake_Island;Japan;Culture;WRONG_ANSWER,Wake_Island;Japan;Culture;Art;Music;Musical_instrument;Clarinet,4,7,False
27541,Wake_Island;Japan;Christianity;Paul_of_Tarsus;Jesus;Josephus,Wake_Island;Japan;Asia;Bible;Judaism;Josephus,6,6,False
27542,Wake_Island;Guam;Mexico;Argentina;Bolivia;La_Paz,Wake_Island;Japan;Asia;Middle_East;WRONG_ANSWER,6,5,False
27543,Wake_Island;Japan;Europe;France;Lyon,Wake_Island;Japan;Europe;France;Lyon,5,5,True
27544,Wake_Island;Japan;WRONG_ANSWER,Wake_Island;Japan;Technology;Science;Physics;Michael_Faraday,3,6,False
27545,Wake_Island;Japan;Asia;WRONG_ANSWER,Wake_Island;Pacific_Ocean;South_America;Brazil;Rio_de_Janeiro,4,5,False
27546,Wake_Island;Japan;Culture;Art;Fine_art;Football_%28soccer%29;Rugby_football,Wake_Island;Japan;Culture;Popular_culture;Sport;Football;Rugby_football,7,7,False
27547,Wake_Island;Pacific_Ocean;Tropical_cyclone,Wake_Island;Pacific_Ocean;Tropical_cyclone,3,3,True
27548,Wake_Island;Guam;United_States;United_States_Virgin_Islands,Wake_Island;United_States;United_States_Virgin_Islands,4,3,False
27550,Wales;English_language;Australia;Australian_English,Wales;English_language;Australia;Australian_English,4,4,True
27551,Wales;Cardiff;Bristol;Birmingham;Manchester;Roman_Empire;Ancient_Rome;Augustus;Julius_Caesar;Cleopatra_VII;Ancient_Egypt;Alexander_the_Great;Ancient_Greece;Aristotle;Plato;Egypt;Africa;Egypt;LOOP_DETECTED,Wales;Cardiff;Coal;Carbon;Periodic_table;Californium,19,6,False
27554,Wales;United_Kingdom,Wales;United_Kingdom,2,2,True
27556,Wall_Street;New_York_City;Boston%2C_Massachusetts;Boston_RFC,Wall_Street;New_York_City;Boston%2C_Massachusetts;Boston_RFC,4,4,True
27559,Wall_Street;The_Wall_Street_Journal;New_York_City,Wall_Street;New_York_City,3,2,False
27560,Wall_Street;New_York_City;Business;Economics;Finance;Corporate_finance;Investment_banking;Stock;Market;Supply_and_demand;Adam_Smith;Economics;LOOP_DETECTED,Wall_Street;New_York_City;United_States;Coal;Oxygen,13,5,False
27563,Wall_Street;New_York_City;Business;Economics;Capitalism;Karl_Marx;Communism;WRONG_ANSWER,Wall_Street;New_York_City;Business;Economics;Health;Medicine;Biology;Virus,8,8,False
27564,Wall_Street;New_York_City;Business;Finance;Corporate_finance;Investment_banking;Corporation;Roman_Empire;Ancient_Rome;Augustus;Cleopatra_VII;Ancient_Egypt;Alexander_the_Great;Ancient_Greece;Aristotle;Plato;Egypt;Cairo;Nile;Africa;Ethiopia;Addis_Ababa;Ethiopia;LOOP_DETECTED,Wall_Street;New_York_City;Japan;Wasabi,24,4,False
27567,Wallaby;Kangaroo;Mammal;Animal;Chordate;Vertebrate;Fish;Organism;Biology;Evolution;Natural_selection;Charles_Darwin;Anthropology;Age_of_Enlightenment;French_Revolution,Wallaby;Australia;France;French_Revolution,15,4,False
27568,Wallaby;Kangaroo;Bird;Woodpecker;Ivory-billed_Woodpecker,Wallaby;Kangaroo;Bird;Woodpecker;Ivory-billed_Woodpecker,5,5,True
27569,Wallaby;Mammal;Animal;Chordate;Vertebrate;Mammal;LOOP_DETECTED,Wallaby;Kangaroo,7,2,False
27573,Wallis_and_Futuna;France;Algeria;North_Africa;Middle_East;Afghanistan,Wallis_and_Futuna;France;Islam;Pakistan;Afghanistan,6,5,False
27574,Wallis_and_Futuna;Australia;Cricket;Bodyline,Wallis_and_Futuna;Australia;Cricket;Bodyline,4,4,True
27575,Wallis_and_Futuna;France;Algeria;Algiers;Cairo,Wallis_and_Futuna;France;Algeria;North_Africa;Egypt;Cairo,5,6,False
27576,Wallis_and_Futuna;France;WRONG_ANSWER,Wallis_and_Futuna;France;WRONG_ANSWER,3,3,True
27577,Wallis_and_Futuna;Arable_land;Agriculture;Vegetable;Food;Vitamin_C;Citrus;Fruit;Carrot,Wallis_and_Futuna;Arable_land;Agriculture;Vegetable;Food;Cereal;Fruit;Carrot,9,8,False
27578,Wallis_and_Futuna;France;Algeria;North_Africa;Egypt,Wallis_and_Futuna;France;Algeria;North_Africa;Egypt,5,5,True
27579,Wallis_and_Futuna;French_language;English_language,Wallis_and_Futuna;French_language;English_language,3,3,True
27581,Walrus;Mammal;South_America;Amazon_Basin,Walrus;Mammal;Animal;Organism;Biodiversity;South_America;Amazon_Basin,4,7,False
27582,Walrus;Mammal;Animal;Organism;Food;Cereal;Wheat;Bread;Chocolate,Walrus;Mammal;Animal;Plant;Sugar;Chocolate,9,6,False
27586,Walrus;Mammal;Animal;Organism;Life;Evolution;Natural_selection;Charles_Darwin;Biology;Ecology;Biodiversity;Cambrian_explosion;History_of_Earth;Mars,Walrus;Mammal;Animal;Organism;Life;Earth;Solar_System;Mars,14,8,False
27588,Walt_Disney;Animation;The_Lion_King;Africa;African_Union;Egypt;Arabic_language;Arab_League,Walt_Disney;United_States;Middle_East;Arabic_language;Arab_League,8,5,False
27590,Walt_Disney;Animation;Motion_%28physics%29;Physics;WRONG_ANSWER,Walt_Disney;United_States;Europe;European_Union;Euro,5,5,False
